signal_id,ehtimollik
SG_000450,0.14829318416099938
SG_000452,0.13403504644278041
SG_000454,0.23603866830222872
SG_000460,0.12878830835338181
SG_000462,0.10833748696711586
SG_000471,0.19367918622315786
SG_000474,0.24320023394352616
SG_000475,0.17750945102213572
SG_000476,0.1778123864115415
SG_000480,0.20183131221953238
SG_000482,0.2839208621616506
SG_000484,0.28528971056112623
SG_000487,0.15938180850729478
SG_000488,0.19228367322044115
SG_000494,0.27160977496196026
SG_000496,0.15413815810807632
SG_000497,0.0904071131808838
SG_000498,0.14133362691193976
SG_000501,0.2767140741077626
SG_000506,0.3098946525615163
SG_000511,0.152729371019554
SG_000513,0.1119602954921343
SG_000524,0.09107318766172853
SG_000526,0.22196933601717486
SG_000527,0.10445900401501357
SG_000530,0.1431567068916388
SG_000535,0.13999254826635693
SG_000536,0.13190991693068116
SG_000551,0.21786266886668623
SG_000561,0.27610169055666733
SG_000563,0.41310281413809585
SG_000567,0.28274674987110565
SG_000572,0.21448373143191465
SG_000580,0.1863284856571996
SG_000583,0.14110079130868167
SG_000585,0.3073002256612281
SG_000588,0.12527735400999873
SG_000591,0.24985792868672743
SG_000593,0.1286691239392065
SG_000594,0.2836692740852318
SG_000598,0.13684101227733236
SG_000603,0.2286943639202885
SG_000610,0.09903569574828407
SG_000614,0.21023895105218493
SG_000615,0.14830345610045312
SG_000616,0.05228623184963443
SG_000617,0.07130245857365902
SG_000619,0.13399253148011256
SG_000621,0.263463798115176
SG_000629,0.25939236073832284
SG_000633,0.13318557889261293
SG_000634,0.260435917284282
SG_000638,0.12553585519854227
SG_000640,0.14350676266590154
SG_000643,0.2253856272080684
SG_000646,0.27278351939949724
SG_000648,0.07378328934001661
SG_000657,0.13608391114493606
SG_000662,0.15937272245634662
SG_000665,0.10765269784980709
SG_000666,0.2157919798956746
SG_000672,0.10054058839801144
SG_000674,0.14144589110170244
SG_000677,0.10014105551323552
SG_000678,0.2864612737957315
SG_000679,0.09079266742874102
SG_000691,0.172862591086043
SG_000692,0.08901935441521205
SG_000693,0.3572554946448788
SG_000695,0.30019848303309526
SG_000696,0.08990944085434305
SG_000698,0.10030530198459701
SG_000706,0.13213561684771447
SG_000709,0.12700447747969104
SG_000713,0.13184300481857553
SG_000716,0.17629044292782647
SG_000717,0.0915548087433391
SG_000719,0.19647562794260442
SG_000722,0.23282901017214622
SG_000727,0.14483397392786662
SG_000734,0.12238227230746435
SG_000737,0.12723671502897146
SG_000739,0.10730396230189292
SG_000742,0.23575588862041644
SG_000743,0.20969682937480094
SG_000750,0.11094279087442935
SG_000751,0.21722871216595943
SG_000759,0.29147845052625215
SG_000762,0.15706171104020022
SG_000764,0.15105338780817779
SG_000768,0.08306630475685658
SG_000769,0.14926653341066098
SG_000770,0.17048993668758014
SG_000788,0.29043975271553285
SG_000790,0.10804504895496636
SG_000797,0.14285808705815323
SG_000798,0.09259693419746352
SG_000799,0.17124089712421897
SG_000802,0.23665943360598007
SG_000803,0.38460204732436354
SG_000809,0.22885950016207637
SG_000811,0.2920480202768305
SG_000812,0.2430042730715873
SG_000816,0.2867098036771991
SG_000817,0.1654086412883713
SG_000820,0.09816314547062499
SG_000821,0.10854662112448357
SG_000826,0.13768584389643107
SG_000840,0.1720518503345444
SG_000849,0.2071148927471694
SG_000851,0.12036065148061212
SG_000856,0.09124559357748231
SG_000857,0.3630658373546358
SG_000864,0.07124833084442132
SG_000865,0.08194557684663749
SG_000875,0.1753772567467087
SG_000883,0.1567285331123405
SG_000888,0.21202059738470644
SG_000889,0.1790438195047035
SG_000890,0.22697980035910445
SG_000891,0.11639421150877267
SG_000903,0.1379459155862662
SG_000907,0.2152358376592471
SG_000909,0.06941286479321317
SG_000910,0.16976648841583838
SG_000911,0.29272865489873584
SG_000912,0.13932120352946997
SG_000913,0.21377085964206358
SG_000917,0.2544053157857276
SG_000920,0.1672074493155978
SG_000928,0.06027441099657879
SG_000934,0.07907555933055757
SG_000935,0.28823749089788087
SG_000938,0.24890989193232055
SG_000940,0.07357121297277457
SG_000943,0.17348482155904182
SG_000945,0.14017934661056788
SG_000946,0.19613282910689064
SG_000948,0.10721693116649347
SG_000950,0.2098904441802183
SG_000954,0.2018091771253312
SG_000959,0.19562971212472552
SG_000963,0.25660763328888314
SG_000965,0.11460514759347383
SG_000968,0.25269914391523973
SG_000970,0.24140847857304001
SG_000973,0.09286898578189802
SG_000975,0.11680429676118387
SG_000977,0.07894736549625334
SG_000980,0.27149551099727387
SG_000981,0.17317922279435263
SG_000985,0.17257046873067833
SG_000987,0.28671168713697587
SG_000988,0.12678415825896241
SG_000990,0.2522459440446402
SG_000991,0.2625499339225535
SG_001002,0.24084840419732315
SG_001004,0.3014427999273033
SG_001009,0.10890829829267067
SG_001010,0.08076785771221577
SG_001014,0.13900125625275658
SG_001023,0.26223760192331996
SG_001027,0.07105963389952161
SG_001028,0.2905598193271583
SG_001030,0.15411035295969733
SG_001031,0.1367694033225169
SG_001032,0.14815786942504047
SG_001042,0.18096877179124166
SG_001048,0.05290213944399889
SG_001049,0.0885136131273855
SG_001052,0.11625413080259853
SG_001058,0.12660667943009746
SG_001060,0.1359946002164885
SG_001066,0.30043595679599466
SG_001067,0.15083736049064855
SG_001070,0.15221280169114865
SG_001071,0.1396992859991476
SG_001075,0.05919657482089665
SG_001076,0.2676659979439874
SG_001078,0.08189871523691614
SG_001081,0.16468443433559765
SG_001085,0.17870403883717648
SG_001086,0.12058769612110722
SG_001100,0.10975001686325016
SG_001101,0.07614065306831624
SG_001102,0.19053936166454785
SG_001106,0.14802322119384762
SG_001107,0.05798218638704563
SG_001108,0.17929704642041008
SG_001109,0.14269871913610666
SG_001111,0.23433645717064017
SG_001117,0.330901094966656
SG_001121,0.1973120876235043
SG_001123,0.25332062285073786
SG_001125,0.2600322914448352
SG_001126,0.31711247714932667
SG_001128,0.0992264416621376
SG_001133,0.09288531548700239
SG_001135,0.24160887584817525
SG_001143,0.41822602257430436
SG_001153,0.05918339051719788
SG_001155,0.23548968071508228
SG_001157,0.21668605503943647
SG_001159,0.23718754261784203
SG_001161,0.2527189641933676
SG_001163,0.16559799107380338
SG_001167,0.3254308982075281
SG_001180,0.08327788319829312
SG_001181,0.30565637359324954
SG_001182,0.18461102728006185
SG_001184,0.17321372851645472
SG_001188,0.09057566515164403
SG_001190,0.2576533382945609
SG_001192,0.17563195864003142
SG_001196,0.2917450152103596
SG_001201,0.19961298798458682
SG_001202,0.10423133697886332
SG_001203,0.17204009639621906
SG_001205,0.12383174110818893
SG_001208,0.23239959827651324
SG_001210,0.2673898738958259
SG_001211,0.1493980045084324
SG_001213,0.2041909582209423
SG_001215,0.2507475255644613
SG_001217,0.23079352449188428
SG_001225,0.187504588725759
SG_001226,0.2792741177737075
SG_001229,0.2481127879507881
SG_001230,0.12594864359558536
SG_001236,0.14765169561629196
SG_001237,0.060787903929321534
SG_001243,0.19021782243652804
SG_001245,0.15635943172066713
SG_001248,0.06539744128817682
SG_001252,0.1008930553341301
SG_001255,0.3742048909949732
SG_001257,0.24242010634186234
SG_001262,0.1514033307351867
SG_001264,0.11472618802645045
SG_001267,0.1372571661482555
SG_001279,0.04849352644241859
SG_001285,0.13287172731309319
SG_001287,0.10137466567476394
SG_001293,0.2321538084954867
SG_001296,0.23404752895017467
SG_001298,0.10488294127615716
SG_001303,0.13075861147199253
SG_001305,0.09999312352258256
SG_001306,0.23016320540169946
SG_001309,0.131730705786634
SG_001312,0.10379541895015416
SG_001313,0.24517636298591516
SG_001314,0.1143515332072969
SG_001316,0.13126739909623195
SG_001318,0.09000458542759149
SG_001319,0.24348011944261572
SG_001321,0.2915325234664818
SG_001322,0.14595825193040068
SG_001327,0.123809025583711
SG_001331,0.11526111940683816
SG_001335,0.1352781504560882
SG_001336,0.17112973526669598
SG_001349,0.20307197962685192
SG_001350,0.16008930173939
SG_001352,0.15669254177834058
SG_001354,0.10442832627114862
SG_001361,0.12230030078917807
SG_001362,0.1764869174386208
SG_001364,0.11620615897367732
SG_001374,0.31666852960453723
SG_001389,0.11546987244906395
SG_001390,0.11628420561158039
SG_001395,0.3273527062907814
SG_001397,0.11880694426121353
SG_001401,0.14959390219915245
SG_001402,0.1335963163392619
SG_001405,0.09068989915938411
SG_001412,0.31149422290101186
SG_001415,0.1371122867091429
SG_001419,0.0956157777837442
SG_001421,0.17093920356728648
SG_001423,0.15624898374828922
SG_001432,0.13684410823262017
SG_001433,0.09657452335396444
SG_001441,0.1987432916047683
SG_001446,0.1436106253275289
SG_001447,0.11825769443529771
SG_001448,0.07078082389830262
SG_001453,0.06247409828674693
SG_001458,0.12174658159752372
SG_001465,0.19828994636292654
SG_001469,0.19749474202215786
SG_001470,0.1578300576211483
SG_001472,0.2411461876931035
SG_001476,0.18155422626469034
SG_001478,0.2790428292400421
SG_001480,0.28394122306956804
SG_001484,0.06839117582960422
SG_001487,0.3080356044177007
SG_001493,0.3114569862998139
SG_001494,0.2698303216119201
SG_001500,0.17008224419621265
SG_001505,0.16023594310053785
SG_001506,0.26720023439278057
SG_001510,0.09229082223389144
SG_001514,0.1944491291174022
SG_001520,0.241812694128585
SG_001525,0.2934730739232032
SG_001527,0.16801029642395224
SG_001528,0.12832374053267753
SG_001529,0.07872302151828409
SG_001531,0.21268939136728937
SG_001541,0.27822859596393307
SG_001542,0.23752248988797828
SG_001543,0.2832318526033338
SG_001545,0.15147270304278987
SG_001549,0.15735716183205106
SG_001557,0.11771081450081723
SG_001558,0.2213330927515878
SG_001561,0.1250375573951595
SG_001562,0.08583040498539318
SG_001563,0.17254662460768516
SG_001567,0.09456807533325644
SG_001568,0.13213252328155387
SG_001569,0.13454152468755698
SG_001570,0.15480016262897162
SG_001571,0.2241713111616071
SG_001572,0.17478710930685742
SG_001573,0.08612402309024504
SG_001576,0.14469625932689087
SG_001584,0.0992536194163975
SG_001590,0.17346971658436905
SG_001591,0.16266331477448223
SG_001592,0.0898140383832518
SG_001595,0.11213455934238865
SG_001601,0.27783074254639784
SG_001604,0.21970337459393768
SG_001609,0.1880822442745202
SG_001610,0.21903053135307252
SG_001612,0.10555097496167566
SG_001613,0.3424615762301763
SG_001615,0.12369368767248994
SG_001623,0.172539132917978
SG_001624,0.10120568187933551
SG_001631,0.12957952055811092
SG_001634,0.2368029652157352
SG_001636,0.3400824180389874
SG_001638,0.2546949029215929
SG_001647,0.19205858131017323
SG_001650,0.2385429695697181
SG_001653,0.24247292543925741
SG_001654,0.28763785160763106
SG_001658,0.20829765316852053
SG_001663,0.22804766264195295
SG_001667,0.09921731493802367
SG_001668,0.12577567764262695
SG_001670,0.020470422538233116
SG_001683,0.104738698185498
SG_001686,0.17510406343231208
SG_001688,0.21143557041528704
SG_001689,0.09997730669885357
SG_001698,0.34011984949489416
SG_001704,0.1650724435629437
SG_001711,0.183929964335078
SG_001719,0.07799227550394541
SG_001720,0.09196194498539635
SG_001723,0.17258926778318945
SG_001726,0.20986184702149097
SG_001728,0.1452196019903308
SG_001731,0.10630811497747561
SG_001733,0.24628909570149
SG_001734,0.09343081742919529
SG_001735,0.1849502493912525
SG_001737,0.3049626506404834
SG_001738,0.26510283698759524
SG_001739,0.15099945465414058
SG_001740,0.14288385450457253
SG_001744,0.17266510063806817
SG_001745,0.20953334846449986
SG_001750,0.1287232899120662
SG_001751,0.14747776861525824
SG_001761,0.22924870727568025
SG_001767,0.08319099602729584
SG_001768,0.27305290175866404
SG_001769,0.11016026949277198
SG_001776,0.2652598929591228
SG_001786,0.031989005782501946
SG_001788,0.12155568483242057
SG_001789,0.2560509622117517
SG_001790,0.09753973829116068
SG_001791,0.15267457857278188
SG_001792,0.1493061313035417
SG_001793,0.14038727184454322
SG_001796,0.14475021303133517
SG_001797,0.09810684368347704
SG_001803,0.17421134240642286
SG_001804,0.10437900650604817
SG_001806,0.14216298724087661
SG_001811,0.14738285914022936
SG_001815,0.2656516274298292
SG_001819,0.16032384861134566
SG_001824,0.11644236122824254
SG_001825,0.16446050249728147
SG_001827,0.15071946448589643
SG_001830,0.22949286571535912
SG_001831,0.10822370238015643
SG_001833,0.260182070649493
SG_001836,0.12768487418607558
SG_001844,0.23272889029087224
SG_001846,0.0994222598375703
SG_001847,0.22423612627301992
SG_001848,0.2595172251841028
SG_001849,0.29726187056336006
SG_001851,0.07720393089730987
SG_001858,0.11735803500369467
SG_001860,0.10039850603823088
SG_001862,0.2292428397877532
SG_001864,0.12446971286461532
SG_001865,0.2878904881089701
SG_001867,0.2445273037251924
SG_001872,0.05838077885046375
SG_001876,0.14036965799540677
SG_001877,0.27694585834604
SG_001883,0.15102253700885088
SG_001884,0.14415726124463818
SG_001885,0.1092946514185136
SG_001886,0.28343279856950393
SG_001888,0.09123171780501671
SG_001890,0.1398557952780403
SG_001892,0.1826149824198229
SG_001893,0.2642996428177898
SG_001894,0.2195794211444023
SG_001895,0.2597562495535757
SG_001897,0.1401879159682067
SG_001901,0.12336296617214366
SG_001903,0.17304913555069135
SG_001904,0.1084732710060716
SG_001906,0.14765238481356296
SG_001909,0.15366671422844633
SG_001912,0.1410912968892989
SG_001914,0.09367094678265946
SG_001915,0.11518224406638317
SG_001919,0.20454599501329507
SG_001924,0.15239055430743187
SG_001925,0.07863742617145482
SG_001928,0.22532071174656373
SG_001930,0.1100697336370927
SG_001932,0.1602204088835785
SG_001933,0.14038336850958041
SG_001934,0.049345945786010995
SG_001936,0.08837675623039475
SG_001947,0.12608424379739566
SG_001953,0.27911294910824197
SG_001954,0.11628125513528362
SG_001955,0.27437429091971777
SG_001963,0.18058207372568083
SG_001971,0.40806865526618874
SG_001975,0.13841245266326574
SG_001976,0.15404677652271387
SG_001977,0.23422108274233772
SG_001980,0.10036660977902812
SG_001981,0.08535371923582119
SG_001982,0.22605608625534465
SG_001990,0.1424832229983193
SG_001999,0.12354446946048718
SG_002000,0.21241778758359686
SG_002002,0.31439957939115953
SG_002004,0.19813830228320004
SG_002008,0.2715334565641817
SG_002009,0.15344996150119794
SG_002016,0.2624305469394062
SG_002021,0.15871446793726462
SG_002024,0.16163004253508292
SG_002027,0.2925166220898136
SG_002037,0.2451349904414601
SG_002038,0.15197995277528037
SG_002039,0.21275843688265458
SG_002044,0.2413072149249726
SG_002045,0.10690789413539435
SG_002048,0.057801819442173975
SG_002050,0.2498676446499297
SG_002052,0.14096609740935864
SG_002063,0.17132151453520378
SG_002067,0.2738741819277724
SG_002068,0.15322530827853612
SG_002069,0.09299785106261413
SG_002074,0.10346048633725738
SG_002075,0.14164901950823366
SG_002078,0.13791559578895468
SG_002081,0.10961208937040513
SG_002090,0.25161789568551013
SG_002097,0.23049195679477588
SG_002103,0.12625127165574085
SG_002105,0.24931270493159222
SG_002110,0.10934364930538126
SG_002122,0.18304229170882513
SG_002123,0.17336237905897306
SG_002125,0.2870946403453495
SG_002129,0.2561398953596828
SG_002131,0.22096831410757498
SG_002137,0.1984736495778405
SG_002142,0.23834077734501727
SG_002150,0.19729666479845037
SG_002151,0.20545008959471264
SG_002152,0.1534326904753533
SG_002166,0.10785447822422987
SG_002171,0.1937734655820773
SG_002172,0.14946839265239764
SG_002176,0.13748160831064915
SG_002177,0.21196442717826916
SG_002181,0.26797656411543114
SG_002184,0.14129451558533418
SG_002185,0.3248846787129559
SG_002186,0.08319389637113121
SG_002191,0.11617094977555939
SG_002192,0.18748217882152451
SG_002194,0.1743466953416849
SG_002200,0.13493259180055295
SG_002209,0.23399592937808072
SG_002213,0.10903529633776508
SG_002220,0.18011898645368205
SG_002223,0.12992101060471556
SG_002227,0.08183935791001012
SG_002228,0.12387350755746136
SG_002233,0.19329411359625237
SG_002241,0.2186033942018968
SG_002248,0.2470865008424042
SG_002251,0.33813854865616644
SG_002252,0.1391353550918925
SG_002254,0.23679736064280962
SG_002255,0.17224507333992922
SG_002260,0.32308883644916686
SG_002262,0.13262889445786322
SG_002263,0.08776415426975755
SG_002266,0.12795293906490324
SG_002270,0.12847466533997615
SG_002277,0.10329715243869947
SG_002278,0.08801070095005019
SG_002280,0.127396183939424
SG_002281,0.2289380076874861
SG_002283,0.17182615662760983
SG_002284,0.3499355780854681
SG_002286,0.19244887781343264
SG_002288,0.14762807568166827
SG_002291,0.2023903442144407
SG_002292,0.1425045540064904
SG_002294,0.12830013529231818
SG_002296,0.18513652873994457
SG_002298,0.12911427740635345
SG_002301,0.0987413890841186
SG_002304,0.2485256578501118
SG_002311,0.14079517682268816
SG_002319,0.22277707783922146
SG_002320,0.14051083963523991
SG_002322,0.19812184488742624
SG_002324,0.18291481026625261
SG_002328,0.16321680532392668
SG_002332,0.12479558612737639
SG_002341,0.30250889033552936
SG_002346,0.13853389424727616
SG_002347,0.21378154701448282
SG_002352,0.11633425652012241
SG_002357,0.22279933589513012
SG_002361,0.1365008907527973
SG_002370,0.0893142369145798
SG_002371,0.2281814519770612
SG_002372,0.07113476172591351
SG_002373,0.10362083587101097
SG_002374,0.09805728196434502
SG_002375,0.1418100560884523
SG_002381,0.11319417680833013
SG_002385,0.06695158824970295
SG_002387,0.1466118247533616
SG_002390,0.28369161958296796
SG_002391,0.07966163420433368
SG_002392,0.06757586811619663
SG_002394,0.18860852126353603
SG_002396,0.1466921636051644
SG_002401,0.15153611529707553
SG_002402,0.1020481847440341
SG_002404,0.19385905311274543
SG_002407,0.12798326528327553
SG_002410,0.15951348375827487
SG_002419,0.22609132215775385
SG_002421,0.1976764227970993
SG_002422,0.11967077354024463
SG_002423,0.31102772850208543
SG_002429,0.12895986638017068
SG_002430,0.23499642360410575
SG_002434,0.24917902192242483
SG_002437,0.14566646182829404
SG_002442,0.17906307412122552
SG_002444,0.08971345990874101
SG_002447,0.1228851868108816
SG_002448,0.102539805620521
SG_002450,0.35552349112502024
SG_002453,0.12978187437641997
SG_002454,0.16524644190933033
SG_002455,0.19476104742849573
SG_002456,0.2456344590067061
SG_002458,0.1077460381806457
SG_002459,0.18962808305468987
SG_002460,0.21891576202266955
SG_002462,0.09653483802688538
SG_002464,0.16647562116624046
SG_002466,0.1766564024167631
SG_002475,0.17510685885045837
SG_002477,0.1519565087402429
SG_002479,0.24542375353440218
SG_002482,0.16263370306730418
SG_002483,0.25184373504583046
SG_002486,0.130660711891306
SG_002490,0.21976348433578724
SG_002493,0.09699757746678106
SG_002495,0.24705349103699417
SG_002498,0.09905321706761264
SG_002500,0.22652266297761942
SG_002502,0.13393198317666116
SG_002507,0.2190827819841384
SG_002509,0.14921613344228524
SG_002517,0.2019528121308404
SG_002520,0.15936994728087325
SG_002522,0.11239688512595368
SG_002526,0.10277823322642186
SG_002529,0.11202297926604689
SG_002532,0.07790988065026408
SG_002539,0.13022365011417125
SG_002541,0.0786967423791463
SG_002544,0.09223175823343649
SG_002545,0.18211331569871242
SG_002546,0.2528816745884347
SG_002548,0.27833899916103955
SG_002555,0.17602911672789529
SG_002559,0.12473656054637279
SG_002568,0.06519698605210217
SG_002572,0.2704744087034194
SG_002573,0.09879824454714073
SG_002577,0.11370125845645478
SG_002580,0.1718395805457204
SG_002583,0.16573447962342186
SG_002586,0.10341298661799864
SG_002587,0.19143932774813727
SG_002588,0.07955511446962087
SG_002594,0.08666951016901217
SG_002596,0.10202311771596734
SG_002597,0.0868926171329013
SG_002599,0.17188575211862453
SG_002600,0.25599261743822893
SG_002601,0.04634121670797134
SG_002605,0.15759118707103795
SG_002613,0.142472594893263
SG_002615,0.20358948757931009
SG_002618,0.059542884663092946
SG_002622,0.1424478740224274
SG_002627,0.14076789658166314
SG_002628,0.10040844378168472
SG_002630,0.055756067871931395
SG_002633,0.27521369131067275
SG_002638,0.10122336296334485
SG_002649,0.19451184336882907
SG_002650,0.16916277873918623
SG_002652,0.14244646837728778
SG_002653,0.11291673525821393
SG_002654,0.11297165986571789
SG_002657,0.14607317287161475
SG_002664,0.20271391748441178
SG_002665,0.07503050734249711
SG_002666,0.16146602437693205
SG_002667,0.19198722303545748
SG_002672,0.1669700509750802
SG_002673,0.1692500684697927
SG_002674,0.19240310038568478
SG_002675,0.13360768613755858
SG_002680,0.28509253685464697
SG_002684,0.1973456677569787
SG_002688,0.27210253969646475
SG_002689,0.11476456840908593
SG_002691,0.14505079438369578
SG_002693,0.2883349044373713
SG_002699,0.10502728306839425
SG_002701,0.1987373512283543
SG_002705,0.2567974355803732
SG_002720,0.08069539767164198
SG_002731,0.15740683056362006
SG_002733,0.11747738874174522
SG_002735,0.12385129784486454
SG_002736,0.34000453526259267
SG_002738,0.09659495550318274
SG_002742,0.2819702565859405
SG_002746,0.14088687285724377
SG_002748,0.06203361490446243
SG_002752,0.0860738671165529
SG_002755,0.1047943917656838
SG_002757,0.10417643666240123
SG_002759,0.1518001540195545
SG_002767,0.15341746158555217
SG_002770,0.24613382863078928
SG_002773,0.299105883166987
SG_002777,0.26697464741842974
SG_002782,0.0809731850891841
SG_002783,0.12676631984153638
SG_002785,0.09612600426916672
SG_002788,0.15908255117926504
SG_002789,0.17634057821514218
SG_002793,0.16118382240475596
SG_002796,0.12807677618659125
SG_002798,0.15310842051188345
SG_002809,0.2480507564951447
SG_002814,0.19402129468200763
SG_002820,0.12277291069917795
SG_002825,0.273386748900893
SG_002827,0.202932595508174
SG_002829,0.14258089652872485
SG_002832,0.31478089361102973
SG_002834,0.09346244917270252
SG_002840,0.21169131575548866
SG_002842,0.11352413675485204
SG_002843,0.15162900488189301
SG_002849,0.2512116095468452
SG_002850,0.10001263330957288
SG_002853,0.17731137205164152
SG_002875,0.3598292173116761
SG_002882,0.2788643352612041
SG_002887,0.3083788456404037
SG_002891,0.16871426501708148
SG_002896,0.15986340787047393
SG_002904,0.16571933084120224
SG_002906,0.3095455670542917
SG_002907,0.1692717795003303
SG_002910,0.2890403580660023
SG_002918,0.15918958149439272
SG_002926,0.091202698115362
SG_002930,0.15848734496827344
SG_002932,0.0792123998214775
SG_002937,0.1965974197220908
SG_002939,0.13249832183711743
SG_002943,0.07398526927478793
SG_002944,0.13170256120905455
SG_002947,0.11981867566103012
SG_002949,0.1461693288550072
SG_002950,0.07738890413789715
SG_002952,0.12347437258116173
SG_002954,0.16490905540584758
SG_002955,0.28985717721985205
SG_002958,0.24353666750989694
SG_002960,0.26011262066188584
SG_002964,0.2450869952729124
SG_002967,0.16266484033462514
SG_002972,0.30874995891314316
SG_002982,0.3047334262585108
SG_002985,0.30192027153964074
SG_002989,0.16759131771627367
SG_002999,0.11205610129150945
SG_003002,0.16880693809944208
SG_003008,0.14787986578669113
SG_003023,0.0915668133593099
SG_003024,0.11851469579522922
SG_003026,0.2523365100194666
SG_003028,0.2394508726574483
SG_003030,0.2220058960610823
SG_003031,0.15044912353447115
SG_003037,0.12355557181111415
SG_003042,0.18521060575444614
SG_003043,0.0929804402829385
SG_003044,0.311375040778032
SG_003045,0.12149623027721038
SG_003048,0.1508740163989684
SG_003049,0.12555015607545225
SG_003051,0.08878948630967212
SG_003052,0.1587618071920137
SG_003059,0.2945899603852357
SG_003062,0.12706158550865887
SG_003065,0.11531958599279125
SG_003067,0.0814508982692027
SG_003071,0.12359179381141291
SG_003072,0.1804738558312942
SG_003073,0.13998283897022287
SG_003075,0.14620032358631044
SG_003080,0.1226016332469828
SG_003082,0.25211413079871137
SG_003084,0.31755013932774406
SG_003085,0.1094085244825332
SG_003088,0.13545793242076834
SG_003089,0.18830863494145353
SG_003096,0.09712935108084908
SG_003097,0.24558990640064568
SG_003102,0.12126364668402159
SG_003105,0.20371666857128956
SG_003107,0.06455950045712706
SG_003111,0.1500383392014452
SG_003116,0.23204597942013375
SG_003118,0.04884048083145688
SG_003125,0.04581151451737767
SG_003127,0.10064711447244075
SG_003133,0.2402966207261576
SG_003135,0.18117379254259158
SG_003137,0.18403612434214137
SG_003138,0.14346777310870854
SG_003139,0.3059461902597726
SG_003141,0.30922142460146973
SG_003144,0.2349963397178354
SG_003151,0.21460018034499123
